Data,Treatment,MAE,Pearson,Spearman,Isep,Csep,gAOD
jirasoftware_filtered,None,0.26543218006282093,0.9945996041866524,0.9810578164129558,0.0016357648054709936,0.0009339457940272509,0.0
jirasoftware_filtered,None,0.21849467738033973,0.9970860656280884,0.9811096367730165,0.004960077943190254,0.003367244951398412,0.0
jirasoftware_filtered,None,0.23519109890341214,0.9967049521553009,0.9811096367730165,0.00027595725371593185,0.0001434225709439101,0.0
jirasoftware_filtered,None,0.30433377664383143,0.9934776759926174,0.9811096367730165,0.007454655613458993,0.004569260972451691,0.0
jirasoftware_filtered,None,0.19671036963049135,0.997634101861434,0.9811096367730165,0.009071972477500344,0.006570764247596677,0.0
jirasoftware_filtered,None,0.2660281448603765,0.9914663364779738,0.9810578164129558,0.00048720043948771025,0.0002868830048353996,-0.0002124495432334996
jirasoftware_filtered,None,0.21443922797294512,0.9974331050661653,0.9811096367730165,0.004964928286995762,0.0037655060554831316,0.0
jirasoftware_filtered,None,0.24621630422600874,0.9963127606882918,0.9811096367730165,0.0011693654522405086,0.0007740231334513679,0.0
jirasoftware_filtered,None,0.24622474549567863,0.9962300591079983,0.9811096367730165,0.0005405639901513412,0.00032282329379550856,0.0
jirasoftware_filtered,None,0.2517072419597678,0.996777244385938,0.9811096367730165,0.0011149625016572415,0.0006798190871657873,0.0
jirasoftware_filtered,None,0.28060596147084343,0.9961761132570287,0.9811096367730165,0.00038942300233522166,0.00022931846372490288,0.0
jirasoftware_filtered,None,0.2264436701117041,0.9958533685231485,0.9811096367730165,0.0002537885756200779,0.0001734352275648923,0.0
jirasoftware_filtered,None,0.2707268478663545,0.9965400301716986,0.9811096367730165,0.002646154472194781,0.001666944460701268,0.0
jirasoftware_filtered,None,0.2610598369820477,0.9952643671126408,0.9811096367730165,0.000664392833666529,0.00047795277235869005,0.0
jirasoftware_filtered,None,0.20878435297099424,0.997325850967126,0.9811096367730165,0.006903186630508408,0.004919451281420747,0.0
jirasoftware_filtered,None,0.17362012874045873,0.9970835050121789,0.9811096367730165,0.00104919104202296,0.0006749770544208371,0.0
jirasoftware_filtered,None,0.2334094570107656,0.996170492853672,0.9811096367730165,1.6668420171388907e-05,2.943071384163879e-05,0.0
jirasoftware_filtered,None,0.21096299990127076,0.9959712244721777,0.9811096367730165,0.0007663173555157395,0.0004753006078271772,0.0
jirasoftware_filtered,None,0.19911697193912176,0.9971285165527419,0.9811096367730165,0.00044029781907284094,0.0002796540064050334,0.0
jirasoftware_filtered,None,0.21211279200636632,0.9962986760047401,0.9811096367730165,0.0006419706591552323,0.00035666379933161583,0.0
jirasoftware_filtered,FairReweighing,0.28889697708495676,0.9670992614383627,0.9809698964762231,0.0068783440656248,0.0027335272746188562,0.0015964877270005506
jirasoftware_filtered,FairReweighing,0.34111748601747977,0.9581616742121896,0.9809372904069712,0.036302764760786026,0.009033234491974216,0.0019956096587507854
jirasoftware_filtered,FairReweighing,0.3662004253091333,0.9410049029442062,0.9755345811821887,0.0035076504113144428,0.0012578706592020956,0.009578926362003637
jirasoftware_filtered,FairReweighing,0.3545721584259103,0.9526156855322029,0.9802350954155833,0.008559632903030374,0.0031713055546891,0.003392536419876302
jirasoftware_filtered,FairReweighing,0.30361726104396664,0.9773206808948786,0.9811096367730165,0.005282948759782865,0.0023558111149602537,0.0
jirasoftware_filtered,FairReweighing,0.3518871675887609,0.9696903341885222,0.9809873640133223,0.019873439338388695,0.007371868741063703,0.001396926761125572
jirasoftware_filtered,FairReweighing,0.36075860887901967,0.9593873601538008,0.9808918748105133,0.003343804681086913,0.0013526631828334522,0.0005986828976252134
jirasoftware_filtered,FairReweighing,0.31897095430931544,0.9576447345859178,0.9807090479222084,0.01498798663266812,0.004697802248343458,0.0015964877270005506
jirasoftware_filtered,FairReweighing,0.2820154306006758,0.9717161852578922,0.9809960977818719,0.00510033836610184,0.0021180618444814493,0.0011973657952504269
jirasoftware_filtered,FairReweighing,0.32011581909710957,0.9558742122249441,0.9799940434036144,0.020395344847020408,0.00525831376582387,0.003592097385751336
jirasoftware_filtered,FairReweighing,0.30344321330388385,0.9667122042328695,0.9808656735048644,0.012863987902322935,0.004720949766583427,0.0013840381837671065
jirasoftware_filtered,FairReweighing,0.3444692873519305,0.9664261938364566,0.9809174938649254,0.006886966398265908,0.0028155738374570924,0.001396926761125572
jirasoftware_filtered,FairReweighing,0.3216633938218905,0.9736419189447225,0.9810485003931695,0.00859515657044663,0.003678930770024032,0.0007982438635003031
jirasoftware_filtered,FairReweighing,0.3799698554217543,0.9775394197783911,0.9810397666246198,0.013041826181036406,0.005605719234519492,0.0009978048293753372
jirasoftware_filtered,FairReweighing,0.31440268967249624,0.972732986842544,0.9810138455222185,0.0038795157489272787,0.001660783313918392,0.0007982438635003031
jirasoftware_filtered,FairReweighing,0.3161048630601195,0.9677681012591227,0.9809786302447727,0.016533362541560178,0.005909108142728145,0.0015964877270005506
jirasoftware_filtered,FairReweighing,0.28650372540025404,0.9721883594241242,0.9809786302447727,0.019589256128916686,0.006668716531884393,0.001396926761125572
jirasoftware_filtered,FairReweighing,0.3207715575553511,0.9716665698014707,0.9809960977818719,0.008847578552632462,0.003508654561738188,0.0011973657952504269
jirasoftware_filtered,FairReweighing,0.32032064052477277,0.9481589346378587,0.9799503745608664,0.01742782977517377,0.004511189140306213,0.0037916583516264257
jirasoftware_filtered,FairReweighing,0.32295239869862385,0.9752738425375421,0.9810485003931695,0.02773947389677563,0.009589394166647561,0.0005986828976252134
